college,year,CIP,Category,Title,Level,Gender,Awards
UCSD,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,49
UCSD,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,3
UCSD,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCSD,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCSD,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,35
UCSD,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,19
UCSD,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,17
UCSD,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,11
UCSD,2013,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,5
UCSD,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,4
UCSF,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,0
UCSF,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,4
UCSF,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,33
UCSF,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,3
UCSF,2013,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,25
UCSF,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCSB,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,3
UCSB,2013,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,0
UCSB,2013,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,6
UCSB,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,6
UCSB,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,19
UCSB,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,8
UCSB,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,12
UCSB,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,4
UCSB,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,12
UCSB,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCSB,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCSB,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,6
UCSB,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,19
UCSB,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,18
UCSB,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,16
UCSB,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,14
UCSB,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,14
UCSC,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,3
UCSC,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSC,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,4
UCSC,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,2
UCSC,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,6
UCSC,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,0
UCSC,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,8
UCSC,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCSC,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCSC,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCSC,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,17
UCSC,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,8
UCSC,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,9
UCSC,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,0
UCSC,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,6
UCM,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCM,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,2
UCM,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,0
UCM,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,0
UCM,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,0
UCM,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,1
UCM,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCB,2014,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,4
UCB,2014,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,16
UCB,2014,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,8
UCB,2014,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,5
UCB,2014,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,9
UCB,2014,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,34
UCB,2014,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,39
UCB,2014,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,23
UCB,2014,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,5
UCB,2014,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,7
UCB,2014,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,74
UCB,2014,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCB,2014,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCB,2014,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,7
UCB,2014,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,41
UCB,2014,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,14
UCB,2014,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,8
UCB,2014,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,40
UCB,2014,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,6
UCB,2014,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,12
UCB,2014,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,6
UCB,2014,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,9
UCD,2014,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,12
UCD,2014,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,8
UCD,2014,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,5
UCD,2014,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,19
UCD,2014,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,24
UCD,2014,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,10
UCD,2014,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Female,4
UCD,2014,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,9
UCD,2014,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,86
UCD,2014,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCD,2014,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,13
UCD,2014,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCD,2014,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,19
UCD,2014,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCD,2014,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,17
UCD,2014,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,4
UCD,2014,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,7
UCD,2014,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,2
UCI,2014,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCI,2014,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,5
UCI,2014,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,5
UCI,2014,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,4
UCI,2014,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,20
UCI,2014,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,5
UCI,2014,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCI,2014,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,33
UCI,2014,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCI,2014,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCI,2014,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCI,2014,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,23
UCI,2014,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,10
UCI,2014,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,21
UCI,2014,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,3
UCI,2014,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,0
UCI,2014,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,4
UCI,2014,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,8
UCLA,2014,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,1
UCLA,2014,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,2
UCLA,2014,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,1
UCLA,2014,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCLA,2014,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,38
UCLA,2014,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,30
UCLA,2014,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,40
UCLA,2014,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,4
UCLA,2014,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Female,0
UCLA,2014,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,63
UCLA,2014,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,3
UCLA,2014,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,5
UCLA,2014,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,5
UCLA,2014,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,31
UCLA,2014,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,37
UCLA,2014,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,5
UCLA,2014,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,34
UCLA,2014,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,17
UCLA,2014,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,28
UCLA,2014,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,4
UCLA,2014,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,10
UCR,2014,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,1
UCR,2014,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCR,2014,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,6
UCR,2014,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,5
UCR,2014,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,11
UCR,2014,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,5
UCR,2014,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCR,2014,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,33
